row_id,issue_date,permit_date,year,month_number,job_category,job_description,building_type,work_type,construction_value,floor_area,units_added,address,legal_description,zoning,neighbourhood_numberr,neighbourhood,bia,count,latitude,longitude,location,geometry_point,occupancy_granted_date
1-428972224,2022-05-05T00:00:00.000,2022-05-05T00:00:00.000,2022,5,Commercial Final,"To construct Interior Alterations (alteration to the existing servery and creating a barrier free washroom). ""Ecole Pere-Lacombe""",Elementary Schools (620),(03) Interior Alterations,191000,387.5,0,10715 - 131A AVENUE NW,Plan 5065KS Blk 16,PS,3260,LAUDERDALE,,1,53.59034327177174,-113.50532055802307,"{'latitude': '53.59034327177174', 'longitude': '-113.50532055802307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50532055802307, 53.59034327177174]}",
1-482797321,2023-09-27T00:00:00.000,2023-09-27T00:00:00.000,2023,9,Commercial Final,To construct Interior Alteration to an existing F2 warehouse (Elevator installation - LULA) - Goodwill Impact Centre,Retail and Shops (510),(03) Interior Alterations,30000,2,0,11415 - 168 STREET NW,Plan 4928TR Blk 2 Lot 1,BE,4350,NORWESTER INDUSTRIAL,,1,53.56376393194193,-113.60927366676873,"{'latitude': '53.56376393194193', 'longitude': '-113.60927366676873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60927366676873, 53.56376393194193]}",
21-349920253,2023-05-11T00:00:00.000,2023-05-11T00:00:00.000,2023,5,Commercial Final,To Construct a new Commercial accessory building (car wash & storage area) and access ramp to auto dealership parkade level.   - Windermere Jeep Chrysler  NOTE: main 4 storey building under separate permit 349930667-012,"Storage Buildings, Warehouses (460)",(01) New,15000,,0,3420 - ALLAN DRIVE SW,Plan 1620292 Blk 20 Lot 82A,DC1,5505,AMBLESIDE,,1,53.431493115046344,-113.5915010040707,"{'latitude': '53.431493115046344', 'longitude': '-113.5915010040707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5915010040707, 53.431493115046344]}",
3-381778053,2021-03-18T00:00:00.000,2021-03-18T00:00:00.000,2021,3,Commercial Final,"To Change of Use from an office to a retail store and tenant fit up - Pickleball Superstore - 1 Barrier free washroom, existing 2 Hour demising wall, 45min public corridor at front entrance.",Retail and Shops (510),(03) Interior Alterations,0,0,0,"101, 7201 - 104 STREET NW",Plan 8671S Blk 40 Lots 5-6,DC,5151,STRATHCONA JUNCTION,,1,53.50851421929348,-113.49720531244925,"{'latitude': '53.50851421929348', 'longitude': '-113.49720531244925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49720531244925, 53.50851421929348]}",
2-438736808,2022-10-07T00:00:00.000,2022-10-07T00:00:00.000,2022,10,Commercial Final,To complete Exterior Alterations (construct new barrier-free ramp) on an existing commercial building.  - Fancy Doors and Windows,"Storage Buildings, Warehouses (460)",(03) Exterior Alterations,20000,0,0,3567 - 97 STREET NW,Plan 984AY Blk 31,BE,6700,STRATHCONA INDUSTRIAL PARK,,1,53.46994412037821,-113.47781989219422,"{'latitude': '53.46994412037821', 'longitude': '-113.47781989219422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47781989219422, 53.46994412037821]}",
3-441947873,2022-09-13T00:00:00.000,2022-09-13T00:00:00.000,2022,9,Commercial Final,"to change the use from Retail to Assembly AND construct first-tenant fit-up. ""Dongho Taekwondo"" - Requires 2 Barrier free washrooms, and 1 Barrier free compliant vestibule for NECB. Maximum Occupant load of 20.",Indoor Recreational Buildings (560),(03) Interior Alterations,23000,112,0,712 - TAMARACK WAY NW,Plan 1420502 Blk 13 Lot 3,DC1,6443,TAMARACK,,1,53.4775455502224,-113.3661383734708,"{'latitude': '53.4775455502224', 'longitude': '-113.3661383734708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3661383734708, 53.4775455502224]}",
1-624610802,2025-09-06T00:00:00.000,2025-09-06T00:00:00.000,2025,9,Commercial Final,To construct Interior Alterations (New sink and floor drain ONLY (NO CONSTRUCTION) in existing Low Fire Industrial building. ( LIFTING SOLUTIONS INC ),"Storage Buildings, Warehouses (460)",(03) Interior Alterations,12900,86,0,3710 - 78 AVENUE NW,Plan 8120855 Blk X Lot F,BE,6780,WEIR INDUSTRIAL,,1,53.51538609799837,-113.39905376292019,"{'latitude': '53.51538609799837', 'longitude': '-113.39905376292019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.39905376292019, 53.51538609799837]}",
1-386819994,2021-03-25T00:00:00.000,2021-03-25T00:00:00.000,2021,3,Commercial Final,"To construct Interior Alteration - Elevator Lobby & Washroom Refinishing -  24th Floor, Sun Life Place",Office Buildings (520),(03) Interior Alterations,90000,1050,0,10123 - 99 STREET NW,Plan 7621103 Blk H Lot 2,CCA,1090,DOWNTOWN,Downtown,1,53.542177352570285,-113.48785167119688,"{'latitude': '53.542177352570285', 'longitude': '-113.48785167119688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48785167119688, 53.542177352570285]}",
1-399272217,2021-07-07T00:00:00.000,2021-07-07T00:00:00.000,2021,7,Commercial Final,"To construct interior alterations within a Business And Personal Services use building (Washroom Refresh & Accessibility Repair for 3/5/14/15 floors) -  Canada Place. Floor 5th, 10th, and 15th are crossover floors",Office Buildings (520),(03) Interior Alterations,100000,1819.1,0,"1500, 9700 - JASPER AVENUE NW",Plan 8622482 Blk 1 Lot 2,CCA,1090,DOWNTOWN,Downtown,1,53.54257638899312,-113.48657198460673,"{'latitude': '53.54257638899312', 'longitude': '-113.48657198460673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48657198460673, 53.54257638899312]}",
2-475987300,2023-08-09T00:00:00.000,2023-08-09T00:00:00.000,2023,8,Commercial Final,To construct Interior Alterations (To construct a sales area at the front and preparation area in the back with a Barrier free washroom ( 128m2)) to an existing building.   ” Mickey-Jays”,Retail and Shops (510),(03) Interior Alterations,22500,1380,0,5852 - TERRACE ROAD NW,Plan 9220704 Blk 2A Lot 5,MU,6730,TERRACE HEIGHTS,,1,53.54065733249832,-113.42548965470655,"{'latitude': '53.54065733249832', 'longitude': '-113.42548965470655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42548965470655, 53.54065733249832]}",2024-08-14
5-431891461,2022-07-20T00:00:00.000,2022-07-20T00:00:00.000,2022,7,Commercial Final,"To construct a Convenience Retail Store --""Edgemont FCL C-Store "" -- 2 Roof top units, 2 barrier free washrooms.",Retail and Shops (510),(01) New,1112138,,0,102 - EDGEMONT ROAD NW,Plan 2222438 Blk 1 Lot 59,DC2,4462,EDGEMONT,,1,53.47697994367158,-113.66971305763049,"{'latitude': '53.47697994367158', 'longitude': '-113.66971305763049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.66971305763049, 53.47697994367158]}",
1-625662801,2025-08-19T00:00:00.000,2025-08-19T00:00:00.000,2025,8,Commercial Final,Elevator replacement in existing building Hope Mission Karis Facility,Other Accommodation (534),(03) Interior Alterations,300000,,0,10302 - 107 STREET NW,Plan B2 Blk 7 Lots 130-132,UW,1090,DOWNTOWN,Downtown,1,53.54491924480069,-113.5052737392891,"{'latitude': '53.54491924480069', 'longitude': '-113.5052737392891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5052737392891, 53.54491924480069]}",
1-432147553,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2022,6,Commercial Final,"To construct restoration (repair & re-waterproof parkade) to the existing (east) parkade (Levels B2, B1, ground level, ramp, & level 1 - 11).  - Edmonton City Centre",Engineering (490),(03) Interior Alterations,1575096,3229.17,0,10020 - 102A AVENUE NW,Plan F Lot 75,CCA,1090,DOWNTOWN,Downtown,1,53.5446851690829,-113.49219093967353,"{'latitude': '53.5446851690829', 'longitude': '-113.49219093967353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49219093967353, 53.5446851690829]}",
1-589443265,2025-05-08T00:00:00.000,2025-05-08T00:00:00.000,2025,5,Commercial Final,"To construct Interior Alterations (2 offices, 2 washroom ( one barrier free ) and one boardroom ) to an existing warehouse building.  -- GILL BUILDING SUPPLY --     **Any other improvements to the existing building require a separate permit.","Storage Buildings, Warehouses (460)",(03) Interior Alterations,20000,856.05,0,3521 - 56 AVENUE NW,Plan 0723598 Blk 27 Lot 2,IM,6590,PYLYPOW INDUSTRIAL,,1,53.492245042830945,-113.3964128961743,"{'latitude': '53.492245042830945', 'longitude': '-113.3964128961743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3964128961743, 53.492245042830945]}",
6-377231700,2021-03-31T00:00:00.000,2021-03-31T00:00:00.000,2021,3,Commercial Final,To construct Interior Alterations (addition of an elevator and interior partition walls) and Exterior Alterations (installation of new doors at front entrance) to an existing religious assembly building.   - Spirit of Hope United Church   NOTE: see BP 377242114-004 for interior demo's,Religious Buildings (660),(03) Interior Alterations,1200000,21452,0,7909 - 82 AVENUE NW,Plan 5036S Blk 46 Lots 19-26,RS,6360,KING EDWARD PARK,,1,53.51770036256832,-113.44980370712325,"{'latitude': '53.51770036256832', 'longitude': '-113.44980370712325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44980370712325, 53.51770036256832]}",
2-389580664,2021-04-20T00:00:00.000,2021-04-20T00:00:00.000,2021,4,Commercial Final,To construct Exterior Alteration to an existing building - Existing deck and wheel chair ramp,Office Buildings (520),(03) Exterior Alterations,2000,538.2,0,15035 - 121A AVENUE NW,Plan 8821821 Blk 4 Lot 7A,BE,4330,MITCHELL INDUSTRIAL,,1,53.57308470515772,-113.5808353158827,"{'latitude': '53.57308470515772', 'longitude': '-113.5808353158827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5808353158827, 53.57308470515772]}",
1-458739448,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,2023,2,Commercial Final,"To do selective demolition and construct Interior Alterations (tenant fit-up for the offices located on 9th, 14th, and 15th floors) and renovation of the base building washrooms; and elevator Lobbies on each floor) in Sun Life Place -- ""LEGAL AID ALBERTA""--",Office Buildings (520),(03) Interior Alterations,3072500,30725,0,"1560, 10123 - 99 STREET NW",Plan 7621103 Blk H Lot 1,CCA,1090,DOWNTOWN,Downtown,1,53.54217734804535,-113.4878516711285,"{'latitude': '53.54217734804535', 'longitude': '-113.4878516711285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4878516711285, 53.54217734804535]}",
1-506881765,2024-07-10T00:00:00.000,2024-07-10T00:00:00.000,2024,7,Commercial Final,To construct Interior Alterations (upgrade existing elevator and fire alarm upgrades) in an existing commercial 2 storey assembly occupancy building. - Institute of Religion (Church of LDS),Religious Buildings (660),(03) Interior Alterations,128500,0,0,8704 - 116 STREET NW,Plan 1124933 Blk 25 Lot 15B,RS,5580,WINDSOR PARK,,1,53.523419827202446,-113.53121242752181,"{'latitude': '53.523419827202446', 'longitude': '-113.53121242752181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53121242752181, 53.523419827202446]}",
1-499546376,2024-08-28T00:00:00.000,2024-08-28T00:00:00.000,2024,8,Commercial Final,"To construct Exterior Alteration (to add a ramp to the main entrance) and Interior Alteration (tenant improvement to the office portion, including the addition of a barrier-free washroom) to the existing General Industrial Building.",Office Buildings (520),(03) Interior Alterations,250000,3672,0,1444 - 78 AVENUE NW,Plan 7820150 Blk 1 Lot 5,BE,6690,SOUTHEAST INDUSTRIAL,,1,53.515378694980186,-113.36625482716944,"{'latitude': '53.515378694980186', 'longitude': '-113.36625482716944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.36625482716944, 53.515378694980186]}",
2-417939,2014-07-16T00:00:00.000,2014-07-16T00:00:00.000,2014,7,Commercial Footing / Foundation,To construct a Group Home (8 residents) with front and rear wheelchair ramps and uncovered deck.,Other Accommodation (534),(04) Foundation,5000,,0,9943 - 178 AVENUE NW,Plan 9620567 Blk 74 Lot 14B,DC2,3190,ELSINORE,,1,53.64083887772412,-113.49711970235448,"{'latitude': '53.64083887772412', 'longitude': '-113.49711970235448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49711970235448, 53.64083887772412]}",
37-35721359,2013-06-21T00:00:00.000,2013-06-21T00:00:00.000,2013,6,Commercial Footing / Foundation,To construct an addition to a Hotel and Indoor Participant Recreation Facility (add elevator and mechanical room and storage room.).,Hotels (530),(04) Foundation,0,,0,13746 - 50 STREET NW,Plan 0520351 Unit 3,CG,2145,CLAREVIEW TOWN CENTRE,,1,53.59841728686038,-113.41571904942421,"{'latitude': '53.59841728686038', 'longitude': '-113.41571904942421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.41571904942421, 53.59841728686038]}",
7-182031472,2016-04-01T00:00:00.000,2016-04-01T00:00:00.000,2016,4,Commercial Footing / Foundation,"To Construct Footings/foundation ONLY for Funicular, Plaza, Elevator, Staircase structures",Utility Buildings (480),(04) Foundation,0,,0,10065 - 100 STREET NW,Plan 8522037 Lot 2,"PSN, DC2, A, A3","1210, 1090","RIVERDALE, DOWNTOWN",Downtown,1,53.54102780055286,-113.4825620478543,"{'latitude': '53.54102780055286', 'longitude': '-113.4825620478543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4825620478543, 53.54102780055286]}",
1-635066687,2026-01-22T00:00:00.000,2026-01-22T00:00:00.000,2026,1,Commercial Final,To construct Exterior Alterations (Adding two new MUA units) and Interior Alterations (install Paint booth and mixing room) to an existing commercial building- Lift Auto Group.,"Service Stations, Repair Garages (572)",(03) Interior Alterations,125000,5381.95,0,11505 - 105 AVENUE NW,Plan 0020052 Blk 14 Lot 148A,DC1,1180,QUEEN MARY PARK,North Edge,1,53.547979028915265,-113.5195909013997,"{'latitude': '53.547979028915265', 'longitude': '-113.5195909013997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5195909013997, 53.547979028915265]}",
39-418579292,2026-06-02T00:00:00.000,2026-06-02T00:00:00.000,2026,6,Commercial Final,To construct TEMPORARY CRANE  permit Expires Feb 28 2027.)   “Clifton”,Temporary Structures (999),(12) Move Building OnSite,0,,0,10143 - CLIFTON PLACE NW,Plan 2321083 Blk B Lot 9,DC2,3440,WESTMOUNT,124 Street and Area,1,53.541888582050426,-113.539544238638,"{'latitude': '53.541888582050426', 'longitude': '-113.539544238638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.539544238638, 53.541888582050426]}",
